No.,EN Name,CN Name
2595,"Chicken Shoot 2 (Europe) (En,Fr,De,Es,It)","射鸡2 (欧版) (En,Fr,De,Es,It)"
2596,Hello Kitty - Happy Party Pals (Europe),哈罗-凯蒂-快乐聚会 (欧版)
2597,Cabbage Patch Kids - The Patch Puppy Rescue (Europe),捲心菜娃娃-拯救斑点狗 (欧版)
2598,"Tokyo Xtreme Racer Advance (Europe) (En,Fr,De,Es,It)","东京极限竞速车 (欧版) (En,Fr,De,Es,It)"
2599,"Game Boy Advance Video - Cartoon Network Collection - Premium Edition (USA, Europe)","GBA视频-卡通网络收集特别版 (美版, 欧版)"
2600,"Agent Hugo - Roborumble (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)","雨果滑板 (欧版) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)"
2601,2 Games in 1 - SpongeBob SquarePants - Battle for Bikini Bottom + The Fairly OddParents! - Breakin' da Rules (USA),游戏2合1-海淿方块+反斗家族 (美版)
2602,"Avatar - The Legend of Aang (Europe) (En,Fr,De,Nl)","降世神通 (欧版) (En,Fr,De,Nl)"
2603,"Back to Stone (USA) (En,Fr)","重返石头城 (美版) (En,Fr)"
2604,"Trollz - Hair Affair! (Europe) (En,De,It)","奇幻慢舞! (欧版) (En,De,It)"
2605,"Arthur and the Minimoys (Europe) (En,Fr,De,Es,It,Nl)","亚瑟与迷你国 (欧版) (En,Fr,De,Es,It,Nl)"
2606,"King of Fighters EX, The - NeoBlood (USA) (Rev 1)",拳皇EX (美版) (Rev 1)
2607,"Bratz - Babyz (Europe) (En,Es,It)","顽皮宝宝 (欧版) (En,Es,It)"
2608,Dogz - Fashion (Europe),俏皮宠物 (欧版)
2609,"Medal of Honor - Underground (Europe) (En,Fr,Es,It) (Zoo Digital)","荣誉勋章 (欧版) (En,Fr,Es,It) (Zoo Digital)"
2610,"Open Season (Europe) (En,Fr,Es,Nl)","狩猎季节 (欧版) (En,Fr,Es,Nl)"
2611,"Ed, Edd n Eddy - Jawbreakers! (USA) (Rev 1)",Ed Edd和Eddy-唠叨的家伙们! (美版) (Rev 1)
2612,2-in-1 Fun Pack - Shrek 2 + Madagascar (USA),游戏2合1-马达加斯加+史莱克2 (美版)
2613,"Fairly OddParents!, The - Shadow Showdown (Europe)",反斗家族之暗影决战 (欧版)
2614,Bratz - Babyz (USA),顽皮宝宝 (美版)
2615,"Marvel - Ultimate Alliance (Europe) (En,It)","漫画英雄终极联盟 (欧版) (En,It)"
2616,"Cars (Europe) (Es,Pt)","汽车总动员 (欧版) (Es,Pt)"
2617,"Power Rangers S.P.D. (Europe) (En,Es,It)","鸟人战队-金刚战士S.P.D. (欧版) (En,Es,It)"
2618,"2 Games in 1 - Finding Nemo + Finding Nemo - The Continuing Adventures (Europe) (Es,It+En,Es,It,Sv,Da)","游戏2合1-海底总动员合集 (欧版) (Es,It+En,Es,It,Sv,Da)"
2619,"Danny Phantom - The Ultimate Enemy (Europe) (En,Fr,Nl)","幻影丹尼-终极敌人 (欧版) (En,Fr,Nl)"
2620,Monster House (Europe),怪兽小屋 (欧版)
2621,"2 Games in 1 - Buscando a Nemo + Los Increibles (Spain) (Es,It+Es)","游戏2合1-海底总动员合集 (西班牙版) (Es,It+Es)"
2622,"Rock'em Sock'em Robots (Europe) (En,Fr,De,Es,It)","格斗机器人 (欧版) (En,Fr,De,Es,It)"
2623,Bratz - Rock Angelz (Spain),芭兹娃娃-摇滚天使 (西班牙版)
2624,"Trollz - Hair Affair! (Europe) (En,Fr,Es)","奇幻慢舞! (欧版) (En,Fr,Es)"
2625,"Harlem Globetrotters - World Tour (Europe) (En,Fr,De,Es,It)","哈林世界巡回篮球队 (欧版) (En,Fr,De,Es,It)"
2626,Shin chan contra los Munecos de Shock Gahn (Spain),蜡笔小新-食玩都大冒险 (西班牙版)
2627,"Arthur and the Invisibles (USA) (En,Fr,Es)","亚瑟与迷你国 (美版) (En,Fr,Es)"
2628,Dora the Explorer Double Pack (USA),游戏2合1-朵拉大冒险合集 (美版)
2629,"Totally Spies! 2 - Undercover (Europe) (En,Fr,De,Es,It,Nl)","间谍少女组2 (欧版) (En,Fr,De,Es,It,Nl)"
2630,"Alex Rider - Stormbreaker (Europe) (En,Fr,De,Es)","旋风特务 (欧版) (En,Fr,De,Es)"
2631,"Barbie in the 12 Dancing Princesses (Europe) (En,Fr,De,Es,It)","芭比-12-舞蹈公主 (欧版) (En,Fr,De,Es,It)"
2632,Shamu's Deep Sea Adventures (Europe),深海冒险 (欧版)
2633,"Barbie Diaries, The - High School Mystery (Europe)",芭比日记-高校神秘 (欧版)
2634,"Noddy - A Day in Toyland (Europe) (En,Fr,Es,It,Nl,Pt,Da)","诺迪在玩具世界的一天 (欧版) (En,Fr,Es,It,Nl,Pt,Da)"
2635,"Bratz - Forever Diamondz (Europe) (En,Fr,Es,It)","贝兹娃娃-永久的钻石 (欧版) (En,Fr,Es,It)"
2636,Dogz (Europe),可爱小狗 (欧版)
2637,Strawberry Shortcake - Summertime Adventure - Special Edition (USA),草莓娃娃-夏日历险特别版 (美版)
2638,"2 Games in 1 - Alla Ricerca di Nemo + Gli Incredibili - Una 'Normale' Famiglia di Supereroi (Italy) (Es,It+It)","游戏2合1-海底总动员1+超人特攻队 (意版) (Es,It+It)"
2639,"2 Games in 1 - Sonic Advance + ChuChu Rocket! (Europe) (En,Ja,Fr,De,Es)","游戏2合1-索尼克A+咻咻火箭 (欧版) (En,Ja,Fr,De,Es)"
2640,"Pippa Funnell - Stable Adventure (Europe) (En,Fr)","梦幻骑手-安逸的阳光 (欧版) (En,Fr)"
2641,Pocket Monsters - FireRed (Japan) (Rev 1),口袋妖怪-火红 (日版) (Rev 1)
2642,Game Boy Advance Video - Cartoon Network Collection - Edition Speciale (France),GBA视频-卡通频道集锦 (法版)
2643,Game Boy Advance Video - Teenage Mutant Ninja Turtles - Le Demenagement (France),GBA视频-忍者神龟 (法版)
2644,Game Boy Advance Video - Yu-Gi-Oh! - Yugi vs. Joey (France),GBA视频-游戏王!游戏对决城之内 (法版)
2645,"Nos Voisins, les Hommes (France)",篱笆墙外 (法版)
2646,"2 Games in 1 - Finding Nemo + The Incredibles (Europe) (Fr,Nl)","游戏2合1-海底总动员1+超人特攻队 (欧版) (Fr,Nl)"
2647,"Pferd & Pony - Best Friends - Mein Pferd (Germany) (En,De)","最好的朋友-我的马儿 (德版) (En,De)"
2648,"Pippa Funnell 2 (Europe) (En,Fr)","马场精英2 (欧版) (En,Fr)"
2649,"2 Game Pack! - Uno & Skip-Bo (Europe) (En,Fr,De,Es,It)","纸牌游戏合集包 (欧版) (En,Fr,De,Es,It)"
2650,2 Games in 1 - SpongeBob SquarePants - SuperSponge + SpongeBob SquarePants - Battle for Bikini Bottom (Europe),游戏2合1-超级海绵大冒险+比基尼岛的冒险 (欧版)
2651,Scrabble Scramble! (Europe),混乱拼字 (欧版)
2652,Jimmy Neutron un Garcon Genial - L'Attaque des Twonkies (France),天才小子吉米 (法版)
2653,Super Mario Advance 4 - Super Mario 3 + Mario Brothers (Japan) (Rev 2),超级马里奥4(v1.2) (日版) (Rev 2)
2654,"Princess Natasha - Student, Secret Agent, Princess (Europe) (En,Fr,De,Es,It)","娜塔莎公主-学生秘密特工 (欧版) (En,Fr,De,Es,It)"
2655,"Monster Trucks Mayhem (Europe) (En,Fr,De,Es,It)","火爆怪兽卡车 (欧版) (En,Fr,De,Es,It)"
2656,"ATV - Thunder Ridge Riders (Europe) (En,Fr,De,Es,It)","ATV闪电骑士 (欧版) (En,Fr,De,Es,It)"
2657,Final Fantasy VI Advance (USA),最终幻想6 (美版)
2658,"Polly Pocket! - Super Splash Island (Europe) (En,Fr,De,Es,It) (DSI)","波利口袋-超级人鱼岛 (欧版) (En,Fr,De,Es,It) (DSI)"
2659,"Razbitume! - Restez Branches! (Europe) (En,Fr)","我们一起成长 (欧版) (En,Fr)"
2660,"Shrek - Smash n' Crash Racing (Europe) (En,Fr,De,Es,It)","史莱克赛车 (欧版) (En,Fr,De,Es,It)"
2661,Over the Hedge (Europe),篱笆墙外 (欧版)
2662,"Ghost Rider (USA, Europe) (En,Fr,De,Es,It,Nl)","魔鬼骑士 (美版, 欧版) (En,Fr,De,Es,It,Nl)"
2663,2-in-1 Fun Pack - Shrek 2 + Madagascar (Europe),游戏2合1-马达加斯加+史莱克2 (欧版)
2664,"2 Games in 1 - Finding Nemo + Finding Nemo - The Continuing Adventures (Europe) (Fr,Nl+Fr,De,Nl)","游戏2合1-海底总动员合集 (欧版) (Fr,Nl+Fr,De,Nl)"
2665,"Charlotte's Web (Europe) (En,Fr,De,Es,It)","夏洛特的网 (欧版) (En,Fr,De,Es,It)"
2666,"2 Games in 1 - Scooby-Doo + Scooby-Doo 2 - Les Monstres Se Dechainent (France) (Fr+En,Fr,De,Es,It)","游戏2合1-史酷比合集 (法版) (Fr+En,Fr,De,Es,It)"
2667,"Cars (Europe) (Sv,No,Da,Fi)","汽车总动员 (欧版) (Sv,No,Da,Fi)"
2668,"Trick Star (Europe) (En,Fr,De,Es,It)","诡计摩托 (欧版) (En,Fr,De,Es,It)"
2669,Zoey 101 (USA),Zoey 101 (美版)
2670,Polly Pocket! - Super Splash Island (USA) (DSI),波利口袋-超级人鱼岛 (美版) (DSI)
2671,"2 Games in 1 - Disney Principesse + Koda, Fratello Orso (Italy) (It+En,Fr,De,Es,It,Nl,Sv,Da)","游戏2合1-迪斯尼公主+熊兄弟 (意版) (It+En,Fr,De,Es,It,Nl,Sv,Da)"
2672,"Kid Paddle (Europe) (Fr,Nl)","船桨男孩 (欧版) (Fr,Nl)"
2673,2 Games in 1 - Finding Nemo - The Continuing Adventures + The Incredibles (USA),游戏2合1-超人总动员+海底总动员2 (美版)
2674,"Wilden Fussball-Kerle, Die - Gefahr im Wilde Kerle Land (Germany)",卡拉大地 (德版)
2675,Trollz - Hair Affair! (Europe),奇幻慢舞! (欧版)
2676,Uno Free Fall (USA),智力自由球 (美版)
2677,Over the Hedge - Beesten bij de Buren (Netherlands),篱笆墙外 (荷兰版)
2678,"Hot Wheels - All Out (Europe) (En,Fr,De,Es,It)","无敌风火轮赛车-全部出局 (欧版) (En,Fr,De,Es,It)"
2679,"Drake & Josh (USA) (En,Fr)","德雷克和约什 (美版) (En,Fr)"
2680,Danny Phantom - Dschungelstadt (Germany),幻影丹尼-都市丛林 (德版)
2681,"TMNT (USA) (En,Fr,Es)","忍者神龟 (美版) (En,Fr,Es)"
2682,4 Games on One Game Pak (Nicktoons) (USA),游戏4合1-火箭力量ZG+尼克通FFF+海绵方块SS+反斗家族SS (美版)
2683,"TMNT - Teenage Mutant Ninja Turtles (Europe) (En,Fr,De,Es,It)","忍者神龟 (欧版) (En,Fr,De,Es,It)"
2684,2 Games in 1 - Scooby-Doo + Scooby-Doo 2 - Monsters Unleashed (Europe),游戏2合1-史酷比合集 (欧版)
2685,2-in-1 Fun Pack - Shrek 2 + Madagascar - Operation Penguin (Europe),游戏2合1-史莱克2+马达加斯加 (欧版)
2686,"2 Games in 1 - Monsters en Co. + Finding Nemo (Netherlands) (En,Es,Nl+Fr,Nl)","游戏2合1-怪物公司+海底总动员 (荷兰版) (En,Es,Nl+Fr,Nl)"
2687,"Uno 52 (Europe) (En,Fr,De,Es,It)","扑克52张 (欧版) (En,Fr,De,Es,It)"
2688,Meet the Robinsons (USA),拜访鲁宾逊一家 (美版)
2689,2 Games in 1 - Les Razmoket Rencontrent les Delajungle + SpongeBob SquarePants - SuperSponge (France),游戏2合1-海淿方块+淘气小兵兵 (法版)
2690,Petz Vet (USA),宠物诊所 (美版)
2691,Dogz 2 (USA),宠物狗2 (美版)
2692,"Meet the Robinsons (Europe) (En,Fr,De,Es,It,Nl)","拜访鲁宾逊一家 (欧版) (En,Fr,De,Es,It,Nl)"
2693,Britney's Dance Beat (Europe),小甜甜布兰妮之舞蹈节拍 (欧版)
2694,"Dora the Explorer - Super Star Adventures! (Europe) (En,Fr,Nl)","小冒险家朵拉-超级巨星探险! (欧版) (En,Fr,Nl)"
2695,"Final Fantasy V Advance (Europe) (En,Fr,De,Es,It)","最終幻想5 (欧版) (En,Fr,De,Es,It)"
2696,"March of the Penguins (Europe) (En,Fr,De,Es,It)","帝企鹅日记 (欧版) (En,Fr,De,Es,It)"
2697,Game Boy Advance Video - Cartoon Network Collection - Edition Platinum (France),GBA视频-卡通网络收藏 (法版)
2698,Spider-Man 3 (Germany),蜘蛛侠3 (德版)
2699,"Postman Pat and the Greendale Rocket (Europe) (En,No,Da)","邮差帕特和绿色火箭 (欧版) (En,No,Da)"
2700,Spider-Man 3 (USA),蜘蛛侠3 (美版)
2701,Spider-Man 3 (Europe),蜘蛛侠3 (欧版)
2702,Spider-Man 3 (Spain),蜘蛛侠3 (西班牙版)
2703,M&M's - Break' Em (USA) (Rev 1),M&M方块 (美版) (Rev 1)
2704,"Cars (Europe) (Fr,Nl)","汽车总动员 (欧版) (Fr,Nl)"
2705,"Mijn Dierenpension (Netherlands) (En,Nl)","我的宠物旅馆 (荷兰版) (En,Nl)"
2706,"Mijn Dierenpraktijk (Netherlands) (En,Nl)","我的兽医实习 (荷兰版) (En,Nl)"
2707,"Paard & Pony - Mijn Manege (Netherlands) (En,Nl)","我的马场 (荷兰版) (En,Nl)"
2708,"Paard & Pony - Paard in Galop (Netherlands) (En,Nl)","马场生活 (荷兰版) (En,Nl)"
2709,Spider-Man 3 (Italy),蜘蛛侠3 (意版)
2710,Shrek the Third (USA),史莱克3 (美版)
2711,2K Sports - Major League Baseball 2K7 (USA),美国职业棒球大联盟2007 (美版)
2712,"SpongeBob SquarePants and Friends - Battle for Volcano Island (Europe) (En,Fr,De,Es,It,Nl)","海绵方块和朋友们-火山岛之战 (欧版) (En,Fr,De,Es,It,Nl)"
2713,"2 Games in 1 - The Lion King + Disney Princess (Europe) (En,Fr,De,Es,It,Nl,Sv,Da+En)","游戏2合1-狮子王+迪斯尼公主 (欧版) (En,Fr,De,Es,It,Nl,Sv,Da+En)"
2714,"Cocoto - Kart Racer (Europe) (En,Fr,De,Es,It)","小魔怪赛车 (欧版) (En,Fr,De,Es,It)"
2715,Dogz 2 (Europe),宠物狗2 (欧版)
2716,"Uno Free Fall (Europe) (En,Fr,De,Es,It)","智力自由球 (欧版) (En,Fr,De,Es,It)"
2717,"Surf's Up (USA) (En,Fr,Es)","冲浪季节 (美版) (En,Fr,Es)"
2718,"2 Games in 1 - Sonic Battle + ChuChu Rocket! (Europe) (En,Ja,Fr,De,Es,It+En,Ja,Fr,De,Es)","游戏2合1-索尼克大乱斗+啾啾火箭 (欧版) (En,Ja,Fr,De,Es,It+En,Ja,Fr,De,Es)"
2719,"Shrek the Third (Europe) (En,Fr,De,Es,It,Nl)","史莱克3 (欧版) (En,Fr,De,Es,It,Nl)"
2720,"2 Games in 1 - Sonic Pinball Party + Columns Crown (Europe) (En,Ja,Fr,De,Es,It+En)","游戏2合1-索尼克弹珠台+方块大战 (欧版) (En,Ja,Fr,De,Es,It+En)"
2721,"Final Fantasy VI Advance (Europe) (En,Fr,De,Es,It)","最终幻想六代 (欧版) (En,Fr,De,Es,It)"
2722,"Dogz 2 (Europe) (En,Fr,De,It)","宠物狗2 (欧版) (En,Fr,De,It)"
2723,Spider-Man 3 (France),蜘蛛侠3 (法版)
2724,Ratatouille (USA),料理鼠王 (美版)
2725,Horsez (USA),我的马场 (美版)
2726,Dogz (France),可爱小狗 (法版)
2727,"Lea - Passion Veterinaire (France) (En,Fr)","我的马场 (法版) (En,Fr)"
2728,"Back to Stone (Europe) (En,Fr)","重返石头城 (欧版) (En,Fr)"
2729,"Cocoto - Platform Jumper (Europe) (En,Fr,De,Es,It)","可可特跳跃小子 (欧版) (En,Fr,De,Es,It)"
2730,"Harry Potter and the Order of the Phoenix (USA, Europe) (En,Fr,De,Es,It,Nl,Da)","哈利波特与凤凰社 (美版, 欧版) (En,Fr,De,Es,It,Nl,Da)"
2731,Pferd & Pony 2 in 1 (Germany),游戏2合1-我的马场合集 (德版)
2732,"Ratatouille (Europe) (Es,Pt)","料理鼠王 (欧版) (Es,Pt)"
2733,Jisu F-Zero Weilai Saiche (China),神游极速零式未来赛车 (中国版)
2734,"Ratatouille (Europe) (Fr,De,Nl)","料理鼠王 (欧版) (Fr,De,Nl)"
2735,"Surf's Up (Europe) (En,Fr,De,Es,It)","冲浪季节 (欧版) (En,Fr,De,Es,It)"
2736,"Crash of the Titans (USA) (En,Fr)","古惑狼泰坦 (美版) (En,Fr)"
2737,"Legend of Spyro, The - The Eternal Night (USA) (En,Fr)","小龙斯派罗传奇-无尽之夜 (美版) (En,Fr)"
2738,Arctic Tale (USA),北极故事 (美版)
2739,Bratz - The Movie (USA),贝兹洋娃娃-电影院 (美版)
2740,Deal or No Deal (USA),一掷千金 (美版)
2741,Puppy Luv - Spa and Resort (USA),爱心宠物狗-狗狗疗养院 (美版)
2742,Avatar - The Last Airbender - The Burning Earth (USA),降世神通-最后气宗之燃烧的大地 (美版)
2743,"4 Games on One Game Pak (Racing) (USA) (En,Fr,De,Es,It)","游戏4合1 - GP摩托车赛 GT职业概念锦标车赛1+2+3 (美版) (En,Fr,De,Es,It)"
2744,Nicktoons - Attack of the Toybots (USA),尼克通海绵方块和朋友们-玩具机器人来袭 (美版)
2745,SpongeBob's Atlantis SquarePantis (USA),超级海绵笨伯-亚特兰蒂斯 (美版)
2746,Barbie as the Island Princess (USA),芭比-森林公主 (美版)
2747,Bratz - The Movie (Germany),贝兹洋娃娃-电影院 (德版)
2748,"2 Games in 1 - Disney Princess + Brother Bear (Europe) (En+En,Fr,De,Es,It,Nl,Sv,Da)","游戏2合1-迪斯尼白雪公主们和迪斯尼小熊的兄弟们 (欧版) (En+En,Fr,De,Es,It,Nl,Sv,Da)"
2749,"Crash of the Titans (Europe) (En,Fr,De,Es,It,Nl)","古惑狼泰坦 (欧版) (En,Fr,De,Es,It,Nl)"
2750,"Bratz - The Movie (Europe) (Es,It)","贝兹洋娃娃-电影院 (欧版) (Es,It)"
2751,"Ratatouille (Europe) (En,It,Sv,No,Da)","料理鼠王 (欧版) (En,It,Sv,No,Da)"
2752,Crash & Spyro Superpack - Spyro - Season of Ice + Crash Bandicoot - The Huge Adventure (USA),游戏2合1-小龙斯派罗+古惑狼1 (美版)
2753,"Surf's Up (Europe) (En,Fr,Es)","冲浪季节 (欧版) (En,Fr,Es)"
2754,"Cars - Mater-National Championship (USA) (En,Fr)","汽车总动员-全国大赛 (美版) (En,Fr)"
2755,Petz - Hamsterz Life 2 (USA),模拟宠物-仓鼠的生活2 (美版)
2756,"Enchanted - Once Upon Andalasia (USA) (En,Fr)","迪斯尼曼哈顿奇缘 (美版) (En,Fr)"
2757,"SpongeBob and Friends - Attack of the Toybots (Europe) (En,De)","尼克通海绵方块和朋友们-玩具机器人来袭 (欧版) (En,De)"
2758,High School Musical - Livin' the Dream (USA),歌舞青春 (美版)
2759,Math Patrol - The Kleptoid Threat (USA),算术侦察飞机队 (美版)
2760,"Avatar - The Legend of Aang - The Burning Earth (Europe) (En,De)","降世神通-最后气宗之燃烧的大地 (欧版) (En,De)"
2761,"Cars - Mater-National Championship (Europe) (En,Fr,De,Es,It,Nl)","汽车总动员-全国大赛 (欧版) (En,Fr,De,Es,It,Nl)"
2762,Ignition Collection - Volume 1 (Europe),燃烧合集-系列1 (欧版)
2763,"Bee Game, The (USA)",蜜蜂宝宝 (美版)
2764,"Legend of Spyro, The - The Eternal Night (Europe) (En,Fr,De,Es,It,Nl)","斯派罗传说-无尽之夜 (欧版) (En,Fr,De,Es,It,Nl)"
2765,"Harry Potter Collection (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da)","哈利波特合集 (欧版) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da)"
2766,Iron Kid (Korea),钢铁小子 (韩版)
2767,Let's Ride! - Friends Forever (USA),一起去骑马-永远的朋友 (美版)
2768,Word Safari - The Friendship Totems (USA),单词旅行-友谊图腾 (美版)
2769,Paws & Claws - Best Friends - Dogs & Cats (USA),猫猫狗狗-我们的朋友 (美版)
2770,Legendz - Buhwarhaneun Siryeonyi Seom (Korea),苏生龙王新传说 (韩版)
2771,Samurai Deeper Kyo (USA),鬼眼狂刀-京 (美版)
2772,Madagascar (Netherlands),马达加斯加 (荷兰版)
2773,Camp Lazlo - Leaky Lake Games (Europe),爱酷一族 (欧版)
2774,Foster's Home for Imaginary Friends (Europe),亲亲麻吉 (欧版)
2775,Super Robot Taisen - Original Generation (Europe),超级机器人大战OG (欧版)
2776,Yggdra Union - We'll Never Fight Alone (Europe),尤古朵拉公主联盟 (欧版)
2777,Bratz - The Movie (Europe),贝兹洋娃娃-电影院 (欧版)
2778,Pixeline i Pixieland (Denmark),小不点-魔法大陆 (丹麦版)
2779,Hikaru no Go (Japan) (Rev 1),棋灵王 (日版) (Rev 1)
2780,Battle Network Rockman EXE 2 (Japan) (Rev 1),洛克人网络大战EXE2 (日版) (Rev 1)
2781,Gakuen Alice - Dokidoki Fushigi Taiken (Japan) (Rev 1),学院爱丽丝-不可思议的心跳体验 (日版) (Rev 1)
2782,Manga-ka Debut Monogatari (Japan) (Rev 1),漫画家物语 (日版) (Rev 1)
2783,Battle Network Rockman EXE 3 (Japan) (Rev 1),洛克人战斗网络EXE3-黄版 (日版) (Rev 1)
2784,Fruits Mura no Doubutsu-tachi (Japan) (Rev 2),水果村的动物们 (日版) (Rev 2)
2785,Super Mario Advance 4 - Super Mario 3 + Mario Brothers (Japan) (Rev 1),超级马里奥4 (日版) (Rev 1)
2786,Densetsu no Stafy 3 (Japan) (Rev 1),传说的斯塔菲3 (日版) (Rev 1)
2787,Rhythm Tengoku (Japan) (Rev 1),节奏天国-旋律天堂 (日版) (Rev 1)
2788,Findet Nemo (Germany),海底总动员-寻找伦莫 (德版)
2789,Texas Hold 'em Poker (Europe) (Rev 1),德克萨斯扑克牌 (欧版) (Rev 1)
2790,"Dave Mirra Freestyle BMX 2 (Europe) (En,Fr,De,Es,It) (Rev 1)","黛夫·米亚自由式自行车越野赛2 (欧版) (En,Fr,De,Es,It) (Rev 1)"
2791,"ATV - Quad Power Racing (Europe) (En,Fr,De,Es,It) (Rev 1)","越野车力量竞赛 (欧版) (En,Fr,De,Es,It) (Rev 1)"
2792,"Treasure Planet (Europe) (En,Fr,De,Es,It,Nl) (Rev 1)","迪斯尼之金银岛 (欧版) (En,Fr,De,Es,It,Nl) (Rev 1)"
2793,"Kim Possible (Europe) (En,Fr,De,Es) (Rev 1)","迪斯尼之麻辣女孩1 (欧版) (En,Fr,De,Es) (Rev 1)"
2794,Medabots - Metabee (Spain),金属机器人大战-蓝蜂版 (西班牙版)
2795,Medabots - Rokusho (Spain),金属机器人大战-六书版 (西班牙版)
2796,"Lilo & Stitch (Europe) (En,Fr,De,Es,It,Nl) (Rev 1)","迪斯尼星际宝贝1 (欧版) (En,Fr,De,Es,It,Nl) (Rev 1)"
2797,"Dexter's Laboratory - Deesaster Strikes! (USA) (En,Fr,De,Es,It) (Rev 1)","德克斯特幸运的实验室! (美版) (En,Fr,De,Es,It) (Rev 1)"
2798,"Franklin the Turtle (Europe) (En,Fr,De,Es,It,Sv,No,Da,Fi) (Rev 2)","海龟富兰克林 (欧版) (En,Fr,De,Es,It,Sv,No,Da,Fi) (Rev 2)"
2799,"Bionicle - Maze of Shadows (Europe) (En,De) (Rev 1)","乐高荒岛冒险-幽影迷宫 (欧版) (En,De) (Rev 1)"
2800,Minna no Soft Series - Minna no Shougi (Japan) (Rev 1),
2801,Naruto RPG - Uketsugareshi Hi no Ishi (Japan) (Rev 1),火影忍者RPG (日版) (Rev 1)
2802,Neoromance Game - Harukanaru Toki no Naka de (Japan) (Rev 1),
2803,Winning Post for Game Boy Advance (Japan) (Rev 2),冠军赛马 (日版) (Rev 2)
2804,Simple 2960 Tomodachi Series Vol. 2 - The Block Kuzushi (Japan) (Rev 1),简单2960第二集-打砖块障碍崩溃 (日版) (Rev 1)
2805,Shimura Ken no Baka Tonosama - Bakushou Tenka Touitsu Game (Japan) (Rev 1),志村健之白痴殿下-爆笑天下统一游戏 (日版) (Rev 1)
2806,Dokodemo Taikyoku - Yakuman Advance (Japan) (Rev 1),随身对局役满 (日版) (Rev 1)
2807,Power Pro Kun Pocket 3 (Japan) (Rev 1),实况Q版口袋棒球3 (日版) (Rev 1)
2808,"Franklin the Turtle (Europe) (En,Fr,De,It,Sv,No,Da,Fi) (Rev 1)","海龟富兰克林 (欧版) (En,Fr,De,It,Sv,No,Da,Fi) (Rev 1)"
2809,"Garfield - The Search for Pooky (Europe) (En,Fr,De,Es,It) (Rev 2)","加菲猫-寻找卜姬 (欧版) (En,Fr,De,Es,It) (Rev 2)"
2810,Minna no Soft Series - Tetris Advance (Japan) (Rev 1),俄罗斯方块 (日版) (Rev 1)
2811,Naruto - Ninjutsu Zenkai! Saikyou Ninja Daikesshuu (Japan) (Rev 1),火影忍者-最强忍者大集合1 (日版) (Rev 1)
2812,Tetris Worlds (Japan) (Rev 1),俄罗斯方块 (日版) (Rev 1)
2813,Crash Bandicoot Purple - Ripto's Rampage (USA) (Rev 1),古惑狼-暴跳的罗彼德与紫色宝贝龙 (美版) (Rev 1)
2814,Three-in-One Pack - Risk + Battleship + Clue (USA) (Rev 1),
